Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
t	t	motor, kaleta	Romanian, Otomi, Malagasy, Yaqui, Kanuri, Kali'na, Wichí, Indonesian, Seychelles Creole, Mapudungun, Zinacantán Tzotzil, Lower Sorbian, Sakha, Q'eqchi', Selice Romani, Saramaccan, Dutch, Kildin Saami, White Hmong, Japanese, Gawwada, Swahili, Old High German, English, Imbabura Quechua, Gurindji, Manange, Ket, Hausa, Oroqen, Takia, Bezhta, Tarifiyt Berber, Iraqw, Hup, Vietnamese, Archi, Thai, Ceq Wong, Mandarin Chinese, Hawaiian	9711	U+0074
l	NULL	pilipili, hal’o	Kali'na, Hawaiian, Romanian, Indonesian, Q'eqchi', Mapudungun, Seychelles Creole, Selice Romani, Wichí, Gurindji, Malagasy, Kanuri, Iraqw, Dutch, Zinacantán Tzotzil, Oroqen, English, Sakha, Takia, Lower Sorbian, Swahili, Old High German, Bezhta, Ket, Manange, Thai, Kildin Saami, Yaqui, Archi, White Hmong, Hausa, Imbabura Quechua, Gawwada, Mandarin Chinese, Ceq Wong, Saramaccan, Otomi, Tarifiyt Berber, Vietnamese	8854	U+006c
k	k	k’ok’, kuku	Japanese, Hawaiian, Kali'na, Yaqui, Malagasy, Oroqen, Zinacantán Tzotzil, Q'eqchi', Indonesian, Gurindji, Swahili, Selice Romani, Mapudungun, Imbabura Quechua, Hausa, Lower Sorbian, Saramaccan, Kildin Saami, Manange, Gawwada, Otomi, Archi, Seychelles Creole, Bezhta, Wichí, Kanuri, Thai, Sakha, Dutch, Takia, Old High German, Iraqw, Ceq Wong, White Hmong, Hup, English, Ket, Tarifiyt Berber, Mandarin Chinese, Vietnamese, Romanian	8446	U+006b
_	_	gádu kóti fája, 2ʃiŋ 3tuŋ 4tʰuŋ	White Hmong, Vietnamese, Romanian, Otomi, Q'eqchi', Hausa, Manange, Gurindji, Zinacantán Tzotzil, Hawaiian, Takia, Bezhta, Archi, Yaqui, Swahili, Kanuri, Hup, Mapudungun, Imbabura Quechua, Wichí, Seychelles Creole, Sakha, Lower Sorbian, Indonesian, Malagasy, Ceq Wong, Tarifiyt Berber, Iraqw, Selice Romani, Ket, Japanese, Kali'na, Gawwada, Saramaccan, Oroqen, Kildin Saami, Dutch, Mandarin Chinese, English, Thai, Old High German	7679	U+005f
m	m	uma, mama	Swahili, Indonesian, Kali'na, Romanian, Japanese, Malagasy, Yaqui, Kanuri, Tarifiyt Berber, Gurindji, Mapudungun, Iraqw, Otomi, Seychelles Creole, Hawaiian, Hausa, Q'eqchi', Manange, Imbabura Quechua, Saramaccan, Thai, White Hmong, Oroqen, Selice Romani, Lower Sorbian, Archi, Kildin Saami, Takia, Zinacantán Tzotzil, Sakha, Gawwada, English, Mandarin Chinese, Bezhta, Wichí, Dutch, Vietnamese, Ket, Old High German, Hup, Ceq Wong	6860	U+006d
i$	i	hai, -abi	Otomi, Japanese, Swahili, Hausa, Saramaccan, Hawaiian, Romanian, Takia, Gurindji, Indonesian, Yaqui, Selice Romani, Vietnamese, Manange, Iraqw, Wichí, Imbabura Quechua, Bezhta, Mandarin Chinese, Seychelles Creole, Tarifiyt Berber, Kali'na, Oroqen, Archi, Old High German, Mapudungun, Gawwada, Thai, Lower Sorbian, Sakha, Hup, Zinacantán Tzotzil, White Hmong, Dutch, Q'eqchi', Ceq Wong, Ket, English	6577	U+0069 U+0024
^k	k	k’ok’, ki	Kanuri, Japanese, Hawaiian, Q'eqchi', Swahili, Kildin Saami, Indonesian, Mapudungun, Sakha, Seychelles Creole, Yaqui, Gurindji, Imbabura Quechua, Gawwada, Kali'na, Selice Romani, Thai, Zinacantán Tzotzil, Lower Sorbian, Ceq Wong, Hausa, Saramaccan, Bezhta, Dutch, Takia, Ket, Otomi, Oroqen, Archi, Iraqw, White Hmong, Hup, Old High German, Wichí, Mandarin Chinese, Malagasy, Manange, Vietnamese, Tarifiyt Berber, English	5846	U+005e U+006b
n$	n	man, pen	Dutch, Mapudungun, Selice Romani, Old High German, Seychelles Creole, Thai, Oroqen, Indonesian, Vietnamese, Japanese, Sakha, Zinacantán Tzotzil, Takia, English, Q'eqchi', Tarifiyt Berber, Ket, Romanian, Saramaccan, Archi, Wichí, Kali'na, Ceq Wong, Bezhta, Lower Sorbian, Kanuri, Gurindji, Imbabura Quechua, Kildin Saami, Hup, Hausa, Mandarin Chinese, Yaqui, Gawwada, Iraqw, Otomi, Manange, Malagasy	5330	U+006e U+0024
^m	m	man, mkwe	Malagasy, Indonesian, Swahili, Otomi, Japanese, Hausa, Hawaiian, Seychelles Creole, Romanian, Thai, Takia, Imbabura Quechua, Gurindji, Selice Romani, Lower Sorbian, Mapudungun, Zinacantán Tzotzil, Vietnamese, Bezhta, Kildin Saami, Yaqui, Mandarin Chinese, Iraqw, Gawwada, Q'eqchi', Dutch, Saramaccan, Kali'na, Sakha, English, Hup, Kanuri, Archi, Old High German, Oroqen, White Hmong, Wichí, Ceq Wong, Tarifiyt Berber, Manange, Ket	4841	U+005e U+006d
^t	t	ta, te	Wichí, Q'eqchi', Zinacantán Tzotzil, Sakha, Indonesian, Yaqui, White Hmong, Otomi, Hup, Japanese, Seychelles Creole, Vietnamese, Saramaccan, Takia, Kali'na, Malagasy, Oroqen, Swahili, Mapudungun, Kanuri, Gawwada, Hausa, Ket, Thai, Mandarin Chinese, Ceq Wong, Imbabura Quechua, Selice Romani, Kildin Saami, Romanian, Iraqw, English, Gurindji, Lower Sorbian, Dutch, Old High German, Bezhta, Archi, Tarifiyt Berber, Manange, Hawaiian	4517	U+005e U+0074
g	g	ndugu, mdogo	Mandarin Chinese, Indonesian, Swahili, Kanuri, Otomi, Gurindji, Japanese, Selice Romani, Vietnamese, Mapudungun, Oroqen, Romanian, Old High German, Dutch, Saramaccan, Sakha, Lower Sorbian, Hausa, Imbabura Quechua, Malagasy, Kildin Saami, Takia, Seychelles Creole, Hup, Iraqw, White Hmong, Ket, English, Bezhta, Ceq Wong, Archi, Tarifiyt Berber, Q'eqchi', Zinacantán Tzotzil, Kali'na, Thai, Wichí, Manange	4495	U+0067
e$	e	te, mkwe	Seychelles Creole, Romanian, Kildin Saami, Gawwada, English, Yaqui, Otomi, Hawaiian, Kali'na, Hausa, Manange, Mapudungun, Swahili, Japanese, Wichí, Lower Sorbian, Sakha, Takia, Bezhta, Dutch, Selice Romani, Thai, Q'eqchi', Zinacantán Tzotzil, White Hmong, Mandarin Chinese, Iraqw, Archi, Saramaccan, Old High German, Ket, Vietnamese, Malagasy, Hup, Indonesian, Imbabura Quechua	4331	U+0065 U+0024
b	b	-abi, baba	Q'eqchi', Indonesian, Swahili, White Hmong, Japanese, Yaqui, Otomi, Malagasy, Archi, Kanuri, Saramaccan, Romanian, Hausa, Sakha, Zinacantán Tzotzil, Takia, Lower Sorbian, Ket, Seychelles Creole, Bezhta, Old High German, Hup, Selice Romani, Imbabura Quechua, Mandarin Chinese, Oroqen, Ceq Wong, Iraqw, Dutch, English, Vietnamese, Kildin Saami, Thai, Tarifiyt Berber, Mapudungun, Kali'na, Hawaiian, Wichí, Manange	4112	U+0062
p	p	papa, hāpai	Kali'na, Romanian, Gurindji, Hawaiian, Indonesian, Manange, Seychelles Creole, Imbabura Quechua, Yaqui, Lower Sorbian, Selice Romani, Wichí, Malagasy, Gawwada, Mapudungun, Swahili, Kildin Saami, Hup, Saramaccan, Dutch, White Hmong, Zinacantán Tzotzil, English, Otomi, Q'eqchi', Takia, Thai, Oroqen, Ceq Wong, Mandarin Chinese, Sakha, Old High German, Bezhta, Ket, Iraqw, Japanese, Kanuri, Archi, Vietnamese, Tarifiyt Berber	4066	U+0070
s	NULL	kosa, isi	Romanian, Seychelles Creole, Lower Sorbian, Yaqui, Indonesian, Japanese, Kali'na, Wichí, Swahili, Saramaccan, White Hmong, Tarifiyt Berber, Selice Romani, English, Ket, Iraqw, Bezhta, Kildin Saami, Q'eqchi', Sakha, Imbabura Quechua, Takia, Hausa, Old High German, Zinacantán Tzotzil, Kanuri, Dutch, Gawwada, Malagasy, Manange, Archi, Mapudungun, Otomi, Thai, Mandarin Chinese, Vietnamese, Ceq Wong, Hawaiian, Oroqen	3942	U+0073
o$	o	hal’o, nono	Selice Romani, Gawwada, Kali'na, Bezhta, Malagasy, Otomi, Swahili, Japanese, Hawaiian, Yaqui, Lower Sorbian, Hausa, Old High German, Manange, Iraqw, Seychelles Creole, Zinacantán Tzotzil, Mapudungun, Vietnamese, Thai, Saramaccan, Takia, Wichí, Q'eqchi', Archi, Sakha, White Hmong, Mandarin Chinese, Indonesian, English, Ket, Dutch, Hup, Oroqen, Romanian, Kildin Saami, Kanuri, Imbabura Quechua	3923	U+006f U+0024
d	d	ndugu, dada	Otomi, Malagasy, Romanian, Selice Romani, Dutch, Kanuri, Indonesian, Lower Sorbian, Swahili, Saramaccan, Bezhta, Oroqen, Seychelles Creole, Hausa, Takia, Hup, English, Kildin Saami, Mandarin Chinese, Archi, Japanese, Sakha, Imbabura Quechua, Old High German, Ket, Iraqw, Thai, Ceq Wong, Tarifiyt Berber, Vietnamese, White Hmong, Mapudungun, Kali'na, Q'eqchi', Wichí, Yaqui, Manange	3864	U+0064
^s	s	sas, sap	Sakha, Thai, Old High German, Indonesian, English, Dutch, Seychelles Creole, Japanese, Romanian, Lower Sorbian, Takia, Q'eqchi', Saramaccan, Kildin Saami, Ket, Yaqui, Swahili, Selice Romani, Hausa, Kanuri, Ceq Wong, Malagasy, Iraqw, Gawwada, Vietnamese, Kali'na, Imbabura Quechua, White Hmong, Zinacantán Tzotzil, Bezhta, Tarifiyt Berber, Mandarin Chinese, Otomi, Archi, Wichí, Mapudungun, Manange, Oroqen, Hawaiian	3767	U+005e U+0073
’	<?>	k’ak’al, k’ok’	Bezhta, Q'eqchi', Kildin Saami, Tarifiyt Berber, Yaqui, Wichí, Zinacantán Tzotzil, Hup, Otomi, Archi, Gawwada, Kali'na, Malagasy, Japanese, Iraqw, Hausa, Swahili	3640	U+2019
-	<?>	-abi, tei-	Takia, Bezhta, Swahili, Hup, Oroqen, Gurindji, Kali'na, Kildin Saami, White Hmong, Manange, Indonesian, Malagasy, Ket, Seychelles Creole, English, Imbabura Quechua, Mandarin Chinese, Archi, Otomi, Romanian, Zinacantán Tzotzil, Kanuri, Yaqui, Hausa, Sakha, Gawwada, Mapudungun, Thai, Dutch, Japanese, Tarifiyt Berber, Iraqw, Lower Sorbian, Q'eqchi'	3585	U+002d
^p	p	papa, pen	Lower Sorbian, Hawaiian, Indonesian, Seychelles Creole, Kildin Saami, Romanian, Kali'na, Mapudungun, Selice Romani, Gurindji, Otomi, Thai, Zinacantán Tzotzil, Imbabura Quechua, Q'eqchi', White Hmong, English, Hup, Saramaccan, Takia, Gawwada, Swahili, Yaqui, Ceq Wong, Mandarin Chinese, Dutch, Bezhta, Wichí, Archi, Iraqw, Manange, Malagasy, Tarifiyt Berber, Japanese, Old High German, Ket, Oroqen, Sakha, Kanuri, Vietnamese	3543	U+005e U+0070
y	y	niyat, unyoya	Gurindji, Seychelles Creole, Wichí, Lower Sorbian, Hausa, Bezhta, Imbabura Quechua, Hup, Japanese, Swahili, Mandarin Chinese, Tarifiyt Berber, Otomi, Indonesian, Thai, Sakha, Q'eqchi', Oroqen, Mapudungun, White Hmong, Kali'na, Gawwada, Iraqw, Yaqui, Kanuri, Takia, Vietnamese, Ceq Wong, Zinacantán Tzotzil, Malagasy, English, Dutch, Manange	3488	U+0079
^b	b	baba, baˀŋ	Indonesian, Sakha, Yaqui, Seychelles Creole, Saramaccan, Dutch, Vietnamese, English, Ket, Q'eqchi', Kanuri, Selice Romani, Bezhta, Old High German, Hausa, Romanian, Mandarin Chinese, Hup, Ceq Wong, Takia, Swahili, Lower Sorbian, Thai, Oroqen, Archi, Zinacantán Tzotzil, Otomi, Japanese, Iraqw, Imbabura Quechua, Malagasy, Kildin Saami, Kali'na, Tarifiyt Berber, Manange, Wichí	3359	U+005e U+0062
u$	u	ndugu, tbu-	Japanese, Imbabura Quechua, Saramaccan, Swahili, Hawaiian, Otomi, Mapudungun, Wichí, Indonesian, Gurindji, Kali'na, Takia, Archi, Manange, Vietnamese, Hausa, Tarifiyt Berber, Romanian, Yaqui, Oroqen, Q'eqchi', White Hmong, Iraqw, Mandarin Chinese, Seychelles Creole, Thai, Hup, Zinacantán Tzotzil, Sakha, Old High German, Bezhta, Ket, Selice Romani, Kanuri, Gawwada, Lower Sorbian, English, Ceq Wong, Dutch	3319	U+0075 U+0024
^a	a	as, -abi	Romanian, Tarifiyt Berber, Kali'na, Iraqw, Imbabura Quechua, Q'eqchi', Seychelles Creole, Malagasy, Japanese, Oroqen, Archi, Takia, Sakha, Mapudungun, Indonesian, Ket, Wichí, Yaqui, Saramaccan, English, Selice Romani, Bezhta, Hawaiian, Old High German, Swahili, Dutch, Kildin Saami, Otomi, Vietnamese, Mandarin Chinese, Lower Sorbian, Manange, White Hmong	3042	U+005e U+0061
^n	n	na, ndugu	Otomi, White Hmong, Kanuri, Gurindji, Japanese, Swahili, Thai, Vietnamese, Zinacantán Tzotzil, Kildin Saami, Wichí, Lower Sorbian, Romanian, Mandarin Chinese, Hup, Yaqui, Mapudungun, Q'eqchi', Dutch, Old High German, Takia, Hawaiian, Bezhta, Saramaccan, Archi, English, Oroqen, Seychelles Creole, Selice Romani, Iraqw, Hausa, Kali'na, Tarifiyt Berber, Indonesian, Ceq Wong, Manange, Malagasy, Gawwada, Sakha, Imbabura Quechua, Ket	3040	U+005e U+006e
á	á	ƙásáa, ɗáukàa	Hausa, Kanuri, Saramaccan, Selice Romani, Thai, Vietnamese, Hup, Iraqw, Kildin Saami, Archi, Gawwada, Otomi, Imbabura Quechua	2892	U+00e1
j	j	bo̲jä, 4mjekje	Lower Sorbian, Manange, Gurindji, Yaqui, Q'eqchi', Saramaccan, White Hmong, Otomi, Kildin Saami, Indonesian, Japanese, Swahili, Mandarin Chinese, Dutch, Selice Romani, Wichí, Kanuri, Imbabura Quechua, Ket, Hausa, Romanian, Malagasy, Archi, Ceq Wong, Hup, Zinacantán Tzotzil, Mapudungun, Iraqw, English, Bezhta	2709	U+006a
t$	t	niyat, bot	Ket, Thai, English, Romanian, Indonesian, Sakha, Dutch, Seychelles Creole, Archi, Kildin Saami, Vietnamese, Old High German, Ceq Wong, Wichí, Iraqw, Hup, Q'eqchi', Takia, Tarifiyt Berber, Zinacantán Tzotzil, Lower Sorbian, Bezhta, Selice Romani, Yaqui, Gurindji, Gawwada, Oroqen, Hausa, Kanuri, Manange, Kali'na	2566	U+0074 U+0024
^h	h	hai, hal’o	Hawaiian, Otomi, Japanese, Hup, Bezhta, Mandarin Chinese, White Hmong, Gawwada, Wichí, Old High German, Dutch, Zinacantán Tzotzil, Ket, English, Thai, Selice Romani, Malagasy, Hausa, Ceq Wong, Iraqw, Saramaccan, Vietnamese, Q'eqchi', Swahili, Archi, Indonesian, Lower Sorbian, Romanian, Kanuri, Takia, Manange, Tarifiyt Berber, Oroqen, Sakha	2540	U+005e U+0068
^l	l	la, lo	Seychelles Creole, Hawaiian, Thai, Mandarin Chinese, Indonesian, Vietnamese, Malagasy, Kildin Saami, Wichí, Saramaccan, Dutch, English, Kanuri, Selice Romani, Romanian, Q'eqchi', Old High German, White Hmong, Zinacantán Tzotzil, Gurindji, Ceq Wong, Mapudungun, Lower Sorbian, Takia, Tarifiyt Berber, Yaqui, Gawwada, Iraqw, Archi, Kali'na, Swahili, Ket, Hausa, Imbabura Quechua, Bezhta, Otomi, Oroqen, Manange, Sakha	2440	U+005e U+006c
à	à	ɗáukàa, fàntə́	Hausa, Malagasy, Kanuri, Thai, Vietnamese, Ket	2321	U+00e0
w	w	awa, hawa	Lower Sorbian, Wichí, Kali'na, Gurindji, Mapudungun, Hausa, Yaqui, White Hmong, Hawaiian, Kanuri, Swahili, Oroqen, Hup, Q'eqchi', Iraqw, Imbabura Quechua, Takia, Tarifiyt Berber, Japanese, Saramaccan, Mandarin Chinese, Indonesian, Thai, Gawwada, Bezhta, Old High German, English, Dutch, Ceq Wong, Otomi, Archi, Manange	2280	U+0077
k$	k	sūk, bank	Q'eqchi', Thai, Indonesian, Kildin Saami, Takia, Wichí, Dutch, Lower Sorbian, Zinacantán Tzotzil, Hup, Ceq Wong, Sakha, English, Seychelles Creole, Ket, Imbabura Quechua, Gurindji, Archi, Gawwada, Yaqui, Bezhta, Oroqen, Iraqw, Selice Romani, Kanuri, Manange, Tarifiyt Berber, Hausa, Swahili, Romanian, Old High German	2036	U+006b U+0024
h	h	wahine, mihi	Hawaiian, Otomi, Sakha, Malagasy, Hup, Indonesian, Wichí, Zinacantán Tzotzil, Kildin Saami, Mandarin Chinese, Swahili, Q'eqchi', Gawwada, Old High German, White Hmong, Iraqw, Hausa, Japanese, Vietnamese, Ceq Wong, Bezhta, Archi, Selice Romani, Thai, Tarifiyt Berber, Romanian, Dutch, Saramaccan, Manange, Lower Sorbian, Ket, Kanuri, English	2009	U+0068
^d	d	da, dada	Mandarin Chinese, Seychelles Creole, Iraqw, Ket, Kanuri, Selice Romani, Dutch, Otomi, Romanian, Saramaccan, Archi, Hausa, Hup, English, Oroqen, Indonesian, Japanese, Thai, Takia, White Hmong, Lower Sorbian, Vietnamese, Swahili, Old High German, Bezhta, Ceq Wong, Malagasy, Sakha, Imbabura Quechua, Mapudungun, Kali'na, Tarifiyt Berber, Yaqui, Kildin Saami, Manange, Wichí, Q'eqchi'	1899	U+005e U+0064
l$	l	al, mol	Zinacantán Tzotzil, Q'eqchi', Dutch, Ket, Seychelles Creole, Archi, Bezhta, Sakha, Takia, Indonesian, Old High German, Romanian, English, Kanuri, Ceq Wong, Iraqw, Mapudungun, Lower Sorbian, Manange, Selice Romani, Gurindji, Oroqen, Kildin Saami, Wichí, Yaqui, Gawwada, Imbabura Quechua, Hausa, Tarifiyt Berber, Kali'na, Otomi	1899	U+006c U+0024
z	z	aziyza, tzotz	Mandarin Chinese, Swahili, Seychelles Creole, Tarifiyt Berber, Q'eqchi', Zinacantán Tzotzil, Malagasy, Romanian, Japanese, Lower Sorbian, Selice Romani, Otomi, Mapudungun, Bezhta, Dutch, Old High German, Kanuri, Hausa, Archi, Kildin Saami, Imbabura Quechua, White Hmong, English, Saramaccan, Sakha, Manange, Kali'na, Gawwada, Indonesian, Oroqen, Ket	1751	U+007a
^w	w	wa, wai	Lower Sorbian, Kali'na, Gurindji, Mapudungun, Old High German, Yaqui, Dutch, Hup, Imbabura Quechua, Mandarin Chinese, English, Wichí, Hawaiian, Saramaccan, Thai, Takia, Q'eqchi', Kanuri, Hausa, Swahili, Iraqw, Tarifiyt Berber, Japanese, Ceq Wong, Bezhta, Gawwada, Otomi, Indonesian, Oroqen, Archi, Seychelles Creole, Manange, Zinacantán Tzotzil, White Hmong	1741	U+005e U+0077
y$	y	pay, may	Malagasy, Thai, Lower Sorbian, Sakha, English, Hup, Vietnamese, Wichí, Seychelles Creole, Ceq Wong, Iraqw, Imbabura Quechua, Q'eqchi', Gawwada, Mapudungun, Gurindji, Zinacantán Tzotzil, Bezhta, Takia, Tarifiyt Berber, Oroqen, Otomi, Dutch	1677	U+0079 U+0024
r$	r	motor, broer	Seychelles Creole, Dutch, Indonesian, English, Sakha, Romanian, Old High German, Kanuri, Iraqw, Takia, Archi, Ceq Wong, Selice Romani, Oroqen, Q'eqchi', Manange, Lower Sorbian, Bezhta, Kildin Saami, Ket, Gawwada, Mapudungun, Mandarin Chinese, Imbabura Quechua, Yaqui, Otomi, Zinacantán Tzotzil, Kali'na, Tarifiyt Berber	1658	U+0072 U+0024
s$	s	as, sas	Archi, White Hmong, Sakha, Ket, Wichí, Indonesian, Iraqw, Seychelles Creole, Dutch, Ceq Wong, Tarifiyt Berber, Takia, Kildin Saami, Q'eqchi', Zinacantán Tzotzil, Romanian, Gawwada, Bezhta, Imbabura Quechua, Yaqui, Lower Sorbian, English, Old High German, Otomi, Selice Romani, Kanuri, Mapudungun, Manange, Kali'na, Swahili	1624	U+0073 U+0024
c	NULL	a conduce, Thuốc độc cho con cá	Romanian, Lower Sorbian, English, Bezhta, Indonesian, Vietnamese, Hup, Hausa, White Hmong, Old High German, Thai, Archi, Ceq Wong, Selice Romani, Kildin Saami, Kanuri, Mandarin Chinese, Gawwada, Dutch, Ket, Imbabura Quechua, Zinacantán Tzotzil, Wichí, Manange, Kali'na, Seychelles Creole, Mapudungun, Q'eqchi'	1531	U+0063
m$	m	lam, bom	Yaqui, White Hmong, Thai, Kanuri, Q'eqchi', Vietnamese, Tarifiyt Berber, Indonesian, Seychelles Creole, Dutch, Ceq Wong, Ket, Iraqw, Hup, Zinacantán Tzotzil, Mapudungun, Kildin Saami, Takia, English, Old High German, Romanian, Archi, Wichí, Lower Sorbian, Selice Romani, Oroqen, Gawwada, Sakha, Hausa, Bezhta, Manange, Gurindji, Saramaccan	1511	U+006d U+0024
ch	ch	poncho, tochemetcha	Wichí, Imbabura Quechua, Q'eqchi', Dutch, Yaqui, Mapudungun, Zinacantán Tzotzil, Japanese, Swahili, Mandarin Chinese, Lower Sorbian, Romanian, Thai, Vietnamese, English, Kali'na, White Hmong, Iraqw, Seychelles Creole, Old High German, Hawaiian	1495	U+0063 U+0068
^g	g	ga, -ga	Mandarin Chinese, Hausa, Lower Sorbian, Iraqw, Dutch, Takia, Old High German, Seychelles Creole, Romanian, Saramaccan, Vietnamese, Indonesian, Otomi, Kanuri, Oroqen, English, Selice Romani, Japanese, Ceq Wong, Hup, Swahili, Archi, Bezhta, Tarifiyt Berber, Malagasy, Imbabura Quechua, Kildin Saami, Sakha, Mapudungun, White Hmong, Q'eqchi', Yaqui, Manange	1482	U+005e U+0067
ə	ə	tərgən, řəʕqəř	Tarifiyt Berber, Oroqen, Ceq Wong, Ket, Archi, Thai, Kanuri	1411	U+0259
^f	f	fan, fey	Malagasy, Seychelles Creole, Old High German, Romanian, English, Saramaccan, Kanuri, Mapudungun, Mandarin Chinese, Hausa, Swahili, Selice Romani, Takia, Japanese, Tarifiyt Berber, Iraqw, Thai, Otomi, Imbabura Quechua, Lower Sorbian, Gawwada, Dutch, White Hmong, Indonesian, Kildin Saami, Kali'na, Manange, Q'eqchi', Bezhta	1378	U+005e U+0066
^r	r	radio, rau	Q'eqchi', Thai, Malagasy, Seychelles Creole, Dutch, English, Kildin Saami, Lower Sorbian, Old High German, Mapudungun, Hausa, Selice Romani, Indonesian, Imbabura Quechua, Romanian, Vietnamese, Japanese, Swahili, Yaqui, Takia, White Hmong, Mandarin Chinese, Kanuri, Bezhta, Gawwada, Ceq Wong, Zinacantán Tzotzil, Archi, Gurindji, Manange, Iraqw, Otomi, Tarifiyt Berber, Hawaiian, Kali'na, Sakha, Ket	1347	U+005e U+0072
f	f	delfin, féífi	Mapudungun, Malagasy, Hausa, Tarifiyt Berber, Romanian, Otomi, Seychelles Creole, Swahili, Mandarin Chinese, Old High German, Saramaccan, Iraqw, English, Kanuri, Lower Sorbian, Gawwada, Dutch, Takia, Japanese, Selice Romani, Imbabura Quechua, Thai, Kildin Saami, White Hmong, Indonesian, Kali'na, Sakha, Q'eqchi', Hawaiian, Bezhta	1343	U+0066
