Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
ŋs	ŋs	N	Thai	13	nɔ́ɔŋsǎaw;nɔ́ɔŋsǎaw;maeaeŋsàap;maŋsǎa;rooŋsǐi	U+014B U+0073
b	b	P	Thai	35	banpháburùt;phɔ̂ɔbuntham;mâeaebuntham;lûukbuntham;lûukbuntham	U+0062
p	p	P	Thai	45	hùpkhǎo;naewpakaaraŋ;khrɔ̂ɔpkhrua;mǔupàa;sàtpìik	U+0070
^b	b	P	Thai	78	bòk;bɔ̀ɔ;bʉ̀lǎn;bàaw;bìdaa	U+005E U+0062
^p	p	P	Thai	67	pàa;pùu;pâa;pâa;pâa	U+005E U+0070
p$	p	P	Thai	89	phíphóp;phóp;rîap;thaleesàap;fáalâep	U+0070 U+0024
ph	pʰ	P	Thai	72	phíphóp;fáaphàa;dèkphûuchaay;dèkphûuyǐŋ;lûukphîilûuknɔ́ɔŋ	U+0070 U+0068
^ph	pʰ	P	Thai	124	phʉ́ʉn;phíphóp;phóp;phǒŋ;phuu	U+005E U+0070 U+0068
^pl	p	P		24	pleew;plaa;plʉ̀ak;plʉ̀aktaa;plʉay	U+005E U+0070 U+006C
^pr	p	P		17	praaŋ;praeaeŋ;pratuu;pratìmaakɔɔn;pracim	U+005E U+0070 U+0072
^phl	pʰ	P		9	phlaay;phlao;phlǎeae;phlǎeaepen;phlûa	U+005E U+0070 U+0068 U+006C
^phr	pʰ	P		15	phray;phrá?aathít;phrácan;phríp;phríkthay	U+005E U+0070 U+0068 U+0072
r	r	R	Thai	114	thaaraa;naewpakaaraŋ;hǐnsǒokhrôok;suriyaa;daaraa	U+0072
^r	r	R	Thai	96	rîap;rúŋ;rao;rao;rao	U+005E U+0072
s	s	S	Thai	40	mahǎasamùt;thaleesàap;krasǎenáam;phîisǎaw;phîisǎaw	U+0073
^s	s	S	Thai	194	saay;suriyaa;sǎeaeŋ;satrii;sǎaw	U+005E U+0073
d	d	T	Thai	47	phàendinyày;phàendinwǎy;bìdaa;bìdɔɔn;maandaa	U+0064
t	t	T	Thai	90	náamtòk;waatà;satrii;?ìtsàtrii;ŋaantàeŋŋaan	U+0074
^d	d	T	Thai	59	din;dɔɔy;doŋ;dʉan;daaw	U+005E U+0064
^t	t	T	Thai	89	tom;tàat;tawan;tàeŋŋaan;taa	U+005E U+0074
t$	t	T	Thai	217	mahǎasamùt;tàat;phrá?aathít;khwaammʉ̂ʉt;?aakàat	U+0074 U+0024
th	tʰ	T	Thai	60	?ùthók;phrá?aathít;phɔ̂ɔbuntham;mâeaebuntham;lûukbuntham	U+0074 U+0068
tt	tt	T	Thai	19	?ìtthǐi;bùttrii;hàtthǐi;phâachéttua;kasèettrakɔɔn	U+0074 U+0074
^th	tʰ	T	Thai	127	thûŋ;thâm;thaaraa;thalee;thaleesàap	U+005E U+0074 U+0068
^tr	t	T		6	trin;traìi;troŋ;trii;tray	U+005E U+0074 U+0072
o	o	U	Thai	70	tom;chon;hǐnsǒokhrôok;náamloŋ;waŋwon	U+006F
ò	ò/o	U	Thai	43	bòk;lòm;náamtòk;wíhòk;kòp	U+00F2
ó	ó/o	U	Thai	37	phíphóp;phóp;?ùthók;thaarók;sǒmrót	U+00F3
ô	ô/o	U	Thai	12	tônkhɔɔ;tônkhǎa;sôn;kôn;tôm	U+00F4
ǒ	ǒ/o	U	Thai	29	phǒŋ;hǐnsǒokhrôok;fǒn;sǒmrót;phǒm	U+01D2
ɔ	ɔ	U	Thai	2	phárʉ́hàtsàbɔdii;prathaanaathíbɔdii	U+0254
o$	o	U	Thai	58	khǎo;phuukhǎo;hùpkhǎo;ŋao;thâo	U+006F U+0024
oo	oː	U	Thai	25	khloon;loomaa;loomaa;loohìt;sîikhrooŋ	U+006F U+006F
òo	òo/oː	U		11	kalòok;?òot;krapòok;kradòot;kaphlòokkaphlèek	U+00F2 U+006F
ó$	ó/o	U	Thai	1	tó	U+00F3 U+0024
óo	óo/oː	U		7	lóon;kóot;khóoŋ;?óot;?óok	U+00F3 U+006F
ôo	ôo/oː	U		19	lôok;khôok;hǐnsǒokhrôok;saphôok;phôot	U+00F4 U+006F
ɔɔ	ɔː	U	Thai	55	la?ɔɔŋ;dɔɔy;fɔɔŋ;thinnakɔɔn;bìdɔɔn	U+0254 U+0254
ɔ̀	ɔ̀/ɔ	U	Thai	9	maeaeŋpɔ̀ŋ;plɔ̀ŋfay;plɔ̀y;bɔ̀y;krɔ̀y	U+0254 U+0300
ɔ́	ɔ́/ɔ	U	Thai	6	lɔ́k;phɔ́plùuk;khrɔ́dii;khrɔ́ráay;kɔ́k	U+0254 U+0301
ɔ̂	ɔ̂/ɔ	U	Thai	18	hìŋhɔ̂y;nɔ̂ŋ;ŋɔ̂y;rɔ̂n;hɔ̂ŋ	U+0254 U+0302
ɔ̌	ɔ̌/ɔ	U	Thai	2	thɔ̌y;krapɔ̌ŋ	U+0254 U+030C
oo$	oː	U	Thai	6	khoo;sǐŋtoo;manoo;too;too	U+006F U+006F U+0024
ɔɔ$	ɔː	U	Thai	13	khɔɔ;tônkhɔɔ;khɔɔ;kradɔɔ;khénkhɔɔ	U+0254 U+0254 U+0024
ɔ̀$	ɔ̀/ɔ	U	Thai	3	kɔ̀;cɔ̀;krɔ̀	U+0254 U+0300 U+0024
ɔ̀ɔ	ɔ̀ɔ/ɔː	U		38	bɔ̀ɔ;mɔ̀ɔk;mǎacîŋcɔ̀ɔk;tɔ̀ɔ;sɔ̀ɔk	U+0254 U+0300 U+0254
ɔ́$	ɔ́/ɔ	U	Thai	4	phɔ́;hǔarɔ́;phrɔ́;thalɔ́	U+0254 U+0301 U+0024
ɔ́ɔ	ɔ́ɔ/ɔː	U		25	fáarɔ́ɔŋ;nɔ́ɔŋchaay;nɔ́ɔŋsǎaw;nɔ́ɔŋsǎaw;phîinɔ́ɔŋ	U+0254 U+0301 U+0254
ɔ̂ɔ	ɔ̂ɔ/ɔː	U		39	fɔ̂ɔŋ;phɔ̂ɔ;phɔ̂ɔmâeae;phɔ̂ɔtaa;phɔ̂ɔsǎamii	U+0254 U+0302 U+0254
ɔ̌ɔ	ɔ̌ɔ/ɔː	U		31	nɔ̌ɔŋ;hɔ̌ɔy;nɔ̌ɔn;?asɔ̌ɔraphít;hɔ̌ɔythâak	U+0254 U+030C U+0254
w	w	W	Thai	41	naewpakaaraŋ;tawan;sawǎamii;?àtsawá;kwaaŋ	U+0077
^w	w	W	Thai	51	waŋwon;waatà;wua;wua;wua	U+005E U+0077
w$	w	W	Thai	70	?àaw;daaw;pleew;bàaw;sǎaw	U+0077 U+0024
u	u	Y	Thai	49	suriyaa;luŋ;luŋ;luŋ;banpháburùt	U+0075
ù	ù/u	Y	Thai	52	fùn;hùpkhǎo;?ùthók;mahǎasamùt;cùt	U+00F9
ú	ú/u	Y	Thai	19	rúŋ;thàankhú่;rúŋ;músìk;múk	U+00FA
û	û/u	Y	Thai	33	thûŋ;phûakkhun;phûakkháo;thûŋ;?ûak	U+00FB
ǔ	ǔ/u	Y	Thai	37	phǔa;phɔ̂ɔphǔa;mâeaephǔa;sǔu;mǔupàa	U+01D4
ʉ	ʉ	Y	Thai	13	miikhlʉ̂ʉn;khlʉ̂ʉn;khwaammʉ̂ʉt;mʉŋ;lʉŋ	U+0289
u$	u	Y	Thai	10	sǔu;mǔu;nǔu;hǔu;bayhǔu	U+0075 U+0024
ua	ua	Y		24	khrɔ̂ɔpkhrua;khrua;tuaphûu;tuamia;wua	U+0075 U+0061
uu	uː	Y	Thai	15	phuukhǎo;laakuun;ruucamùuk;puun;thuun	U+0075 U+0075
ù$	ù/u	Y	Thai	1	càtù	U+00F9 U+0024
ùu	ùu/uː	Y		33	pùu;pùuyâataayaay;?ùut;kradùuk;kradùuksǎnlǎŋ	U+00F9 U+0075
ú$	ú/u	Y	Thai	9	phaayú;chaanú;máthú;weelú;lú	U+00FA U+0024
úu	úu/uː	Y		2	búut;rúu	U+00FA U+0075
ûu	ûu/uː	Y		50	phûu;phûuchaay;phûuyǐŋ;dèkphûuchaay;dèkphûuyǐŋ	U+00FB U+0075
ʉ$	ʉ	Y	Thai	2	thʉ̂ʉ;chʉ̂ʉ	U+0289 U+0024
ʉa	ʉa	Y		17	dʉan;plʉay;klʉa;rʉan;rʉankhrua	U+0289 U+0061
ʉʉ	ʉː	Y	Thai	13	fʉʉn;klʉʉn;khʉʉn;khʉʉn;hây_yʉʉm	U+0289 U+0289
ʉ̀	ʉ̀/ʉ	Y	Thai	24	bʉ̀lǎn;thʉ̀k;ŋʉ̀ak;plʉ̀ak;pʉ̀ŋ	U+0289 U+0300
ʉ́	ʉ́/ʉ	Y	Thai	10	nʉ́a;nʉ́a;harʉ́thay;rʉ́dii;rʉ́thay	U+0289 U+0301
ʉ̂	ʉ̂/ʉ	Y	Thai	45	miikhlʉ̂ʉn;khlʉ̂ʉn;naamkhʉ̂n;khwaammʉ̂ʉt;phʉ̂ŋ	U+0289 U+0302
ʉ̌	ʉ̌/ʉ	Y	Thai	8	thʉ̌ŋ;thʉ̌ŋ;hǎaŋsʉ̌a;nʉ̌a;lʉ̌aŋ	U+0289 U+030C
uu$	uː	Y	Thai	17	phuu;kuu;tuu;ŋuu;pratuu	U+0075 U+0075 U+0024
ʉʉ$	ʉː	Y	Thai	9	khɔ̂ɔmʉʉ;mʉʉ;hǔamâeaemʉʉ;sadʉʉ;thǔŋmʉʉ	U+0289 U+0289 U+0024
ʉ̀$	ʉ̀/ʉ	Y	Thai	1	?ʉ̀	U+0289 U+0300 U+0024
ʉ̀ʉ	ʉ̀ʉ/ʉː	Y		6	tʉ̀ʉn;dʉ̀ʉm;khrʉ̂aŋdʉ̀ʉm;khʉ̀ʉ;tʉ̀ʉt	U+0289 U+0300 U+0289
ʉ́ʉ	ʉ́ʉ/ʉː	Y		5	phʉ́ʉn;mʉ́ʉ;phʉ́ʉn;sʉ́ʉ;mʉ́ʉ	U+0289 U+0301 U+0289
ʉ̌ʉ	ʉ̌ʉ/ʉː	Y		5	thʉ̌ʉ;rʉ̌ʉ;nǎŋsʉ̌ʉ;khòmkhʉ̌ʉn;nǎŋsʉ̌ʉphim	U+0289 U+030C U+0289
-	+	_	Thai	1	khwaam-ìtchǎa	U+002D
_	_	_	Thai	5	?ao_maa;tham_hǎay;hây_yʉʉm;hây_duu;rooŋ_phayaabaan	U+005F
âw$	â/a w	A W	Thai	1	câw	U+00E2 U+0077 U+0024
ìs	ì/i s	I S	Thai	3	patìsèet;patìséet;pìsàat	U+00EC U+0073
ǐw	ǐ/i w	I W	Thai	1	hǐwnáam	U+01D0 U+0077
ìw$	ì/i w	I W	Thai	1	sìw	U+00EC U+0077 U+0024
ǐw$	ǐ/i w	I W	Thai	4	hǐw;phǐw;chǐw;phǐw	U+01D0 U+0077 U+0024
kw	k w	K W	Thai	1	máaykwàat	U+006B U+0077
^khw	kʰ w	K W	Thai	24	khwaammʉ̂ʉt;khwan;khwǎan;khwǎeaen;khwáan	U+005E U+006B U+0068 U+0077
mh	m h	M H	Thai	3	tûmhǔu;khimhǎn;khamhâykaanthét	U+006D U+0068
mm	m m	M M	Thai	8	khwaammʉ̂ʉt;náamman;náam?ammarít;náamman;thammay	U+006D U+006D
ms	m s	M S	Thai	2	khamsǎabaan;sǒmsèt	U+006D U+0073
ŋh	ŋ h	N H	Thai	4	hìŋhɔ̂y;tàaŋhǔu;lɔ̂ŋhǒn;rɔ́ɔŋhâay	U+014B U+0068
nn	n n	N N	Thai	8	thinnakɔɔn;chonnanii;laannûatkhâaw;wanníi;wanná	U+006E U+006E
ŋŋ	ŋ ŋ	N N	Thai	4	tàeŋŋaan;ŋaantàeŋŋaan;yǐŋŋaammʉaŋ;rooŋŋaan	U+014B U+014B
nw	n w	N W	Thai	1	phàendinwǎy	U+006E U+0077
ŋw	ŋ w	N W	Thai	7	waŋwon;malaeaeŋwan;sǎŋwâat;?aahǎanklaaŋwan;klaaŋwan	U+014B U+0077
pp	p p	P P	Thai	4	bùpphakaarii;thúpphíkkhaphay;rûuppân;phâapphayon	U+0070 U+0070
ps	p s	P S	Thai	2	sàapsǔun;sìpsɔ̌ɔŋ	U+0070 U+0073
wh	w h	W H	Thai	4	chiwhǎa;níwhǔamâeaetháaw;khamklàawhǎa;klàawhǎa	U+0077 U+0068
ùs	ù/u s	Y S	Thai	3	pasùsàt;pasùsàt;?ùsǎa	U+00F9 U+0073
ùw	ù/u w	Y W	Thai	1	sùwaan	U+00F9 U+0077
