Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ts	ts	atsinha, hits’ifwin	Wichí	106	t s
^ts	ts	ts’iwase, tsalanacha	Wichí	16	^ t s
t	t	inot litak, tshowet t’atey	Wichí	351	t
^t	t	towit’uj, tokatela	Wichí	381	^ t
t$	t	niyat, hunhat	Wichí	90	t $
u	u	hunhat, towit’uj	Wichí	341	u
^u	u	uspital, uwa	Wichí	4	^ u
u$	u	hip’u, hu’u	Wichí	139	u $
w	w	towit’uj, towithuk	Wichí	156	w
’w	ˀw	n’w’et lhele, e’wuye	Wichí	3	\u2019 w
^w	w	wel’a, w’atshan	Wichí	59	^ w
fw	fʷ	hits’ifwin, ha’no’fwaj	Wichí	112	f w
hw	hʷ	tolhahwu, ahwula	Wichí	4	h w
jw	xʷ	tolhatajw’et, tochefwenyajw’et	Wichí	3	j w
kw	kʷ	t’okwe, yukwas	Wichí	36	k w
pw	pʷ	tach’upway	Wichí	1	p w
^fw	fʷ	fwala, fwiyhul	Wichí	28	^ f w
^jw	xʷ	jwes	Wichí	1	^ j w
^kw	kʷ	kwatlu	Wichí	1	^ k w
^nw	nʷ	nwewe	Wichí	1	^ n w
^pw	pʷ	pwewulu, pwentu	Wichí	4	^ p w
fw$	fʷ	tofwefw, itoj toj wefw	Wichí	12	f w $
kw$	kʷ	niyokw, laka’tekw	Wichí	15	k w $
j	x	itoj toj wefw, lan’ij akojche	Wichí	78	j
j$	x	yihanej, towit’uj	Wichí	173	j $
^y	y	yihanej, yihonlhi	Wichí	79	^ y
’h	ʔ h	e’hotehlak	Wichí	1	\u2019 h
lhh	l̥ h	imolhhen, toyalhhis	Wichí	2	l h h
kk	k k	totsekkawu	Wichí	1	k k
lw	l w	selwesa	Wichí	1	l w
mwh	m w̥	yomwhoye	Wichí	1	m w h
ms	m s	isamsama, iwutamsecha	Wichí	8	m s
ns	n s	kinsi, onsi	Wichí	2	n s
rr	r r	herrero	Wichí	1	r r
sh	s h	tishelis, tofweshi	Wichí	6	s h
tw’	t wˀ	inotw’et, totw’ayhat	Wichí	4	t w \u2019
tt	t t	tottelhu, tottelhu t’oj	Wichí	8	t t
fwh	fʷ h	tofwefwhi	Wichí	1	f w h
lhlh	l̥ + l̥	totkolhlhile, ifwelhlhi	Wichí	2	l h l h
sw’	s + wˀ	alusw’et, tokosw’et	Wichí	2	s w \u2019
kwh	kʷ + h	tokwhi, y’amekwhi	Wichí	2	k w h
