Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
j	dz	C	Malagasy	12	rajàko;màoja;mitoejàza;mijìnja;ròjo	U+006A
^j	dz	C	Malagasy	5	jàko;jàmba;jìro;jìoga;jòno	U+005E U+006A
ts	ts	C	Malagasy	72	manetsikètsika;manetsikètsika;zana-tsoavàly;vìtsika;mandèfa_rivodràtsy	U+0074 U+0073
^ts	ts	C	Malagasy	34	tsìraka;tsèlatra;tsèlatra;tsìlo;tsìnay	U+005E U+0074 U+0073
e	e	E	Malagasy	76	manetsikètsika;helodranomàsina;reniràno;henihèny;antsiben’andriamànitra	U+0065
è	è/e	E	Malagasy	205	tàny_lèmaka;kontinènta;manetsikètsika;henihèny;tsèlatra	U+00E8
^e	e	E	Malagasy	7	elefànta;eriminèty;efamìra;elektrisitè;et`y	U+005E U+0065
^è	è/e	E	Malagasy	12	èlatra;èfitra;èty;èfatra;ènina	U+005E U+00E8
e$	e	E	Malagasy	6	mitète;manòme;vahòaka_be;antoandro_be;manào_hoe	U+0065 U+0024
è$	è/e	E	Malagasy	18	ranomasimbè;raibè;renibè;ramolè;vorombè	U+00E8 U+0024
h	h	H	Malagasy	142	loha-sàha;loharàno;honahòna;henihèny;horohorontàny	U+0068
^h	h	H	Malagasy	71	hàntsana;helodranomàsina;haran-dranomàsina;honahòna;henihèny	U+005E U+0068
i	i	I	Malagasy	654	izào_tontòlo_izào;fàsika;vòhitra;kontinènta;ranomàsina	U+0069
ì	ì/i	I	Malagasy	219	tsìraka;rìana;kìntana;tafìodrìvotra;tafìodrìvotra	U+00EC
^i	i	I	Malagasy	22	izào_tontòlo_izào;izàho;ianào;ialàhy;itèna	U+005E U+0069
^ì	ì/i	I	Malagasy	13	ìzy;ìzy;ìzy_irèo;ìla;ìvo	U+005E U+00EC
g	g	K	Malagasy	10	ganagàna;fihògo;ngoròdona;fihogontàny;jìoga	U+0067
k	k	K	Malagasy	334	vòvoka;fòtaka;fàsika;tàny_lèmaka;manetsikètsika	U+006B
^g	g	K	Malagasy	8	gìsa;ganagàna;goàika;gantànana;gàga	U+005E U+0067
^k	k	K	Malagasy	44	kontinènta;kìntana;kitày;kàmbana;kambòty	U+005E U+006B
k’	kʼ	K		7	zanak’anadàhy;zanak’anabàvy;zanak’òmby;zanak’ondry;zanak’òsy	U+006B U+2019
l	l	L	Malagasy	283	izào_tontòlo_izào;tàny_lèmaka;helodranomàsina;àlona;àla	U+006C
^l	l	L	Malagasy	79	loha-sàha;lava-bàto;loharàno;lànitra;lelàfo	U+005E U+006C
m	m	M	Malagasy	152	tàny_lèmaka;ranomàsina;ranomasimbè;helodranomàsina;haran-dranomàsina	U+006D
^m	m	M	Malagasy	547	morondràno;manetsikètsika;masonàndro;mandòro;mirèhitra	U+005E U+006D
N	N/n	N	Malagasy	1	aN-	U+004E
n	n	N	Malagasy	785	tàny;tàny;hàntsana;tàny_lèmaka;kontinènta	U+006E
^n	n	N	Malagasy	16	nòsy;ny_maìzina;nòfo;nìfy;nòno	U+005E U+006E
n$	n	N	Malagasy	1	manìdy_frein	U+006E U+0024
ng	ŋg	N		83	papàngo;màingoka;angamenavàva;andròngo;angadràno	U+006E U+0067
nk	ŋk	N		16	ankohònana;sofinkazandràno;tranonkàla;kànkana;ankihibè	U+006E U+006B
n’	n’	N		8	antsiben’andriamànitra;vozon’akànjo;ròa_lìvatra_ny_lànjan’ny_èntana;ben’ny_tàny;nimeraon’aotomobìla	U+006E U+2019
b	b	P	Malagasy	70	lava-bàto;antsiben’andriamànitra;saribào;raibè;renibè	U+0062
p	p	P	Malagasy	72	mpitòndra_tèna;mpitòndra_tèna;mpiàndry;papàngo;mipy	U+0070
^b	b	P	Malagasy	34	bìby;bìby_fiòmpy;bìby_fiòmpy;bolòky;bìtro	U+005E U+0062
^p	p	P	Malagasy	18	papàngo;pìso;paràsy;pòizina;patalòha	U+005E U+0070
mb	ⁿb	P		96	ranomasimbè;manambàdy;fampakarambadìana;lehilàhy_manambàdy;vehivàvy_manambàdy	U+006D U+0062
mp	ⁿp	P		48	orampànala;fampakarambadìana;bìby_fiòmpy;bìby_fiòmpy;ampòndra	U+006D U+0070
r	r	R	Malagasy	357	morondràno;vòry;farìhy;helodranomàsina;haran-dranomàsina	U+0072
^r	r	R	Malagasy	75	ràno;ranomàsina;ròatra;ranomasimbè;reniràno	U+005E U+0072
s	s	S	Malagasy	62	loha-sàha;ranomasimbè;masonàndro;fisaràhana;isìka	U+0073
z	z	S	Malagasy	103	izào_tontòlo_izào;izào_tontòlo_izào;hàzo;ny_maìzina;zazalàhy	U+007A
^s	s	S	Malagasy	79	sàha;samònta;sètroka;saribào;soavàly	U+005E U+0073
^z	z	S	Malagasy	49	zàva;zàvona;zazalàhy;zazavàvy;zàza	U+005E U+007A
d	d	T	Malagasy	126	helodranomàsina;haran-dranomàsina;ranomòdy;tafìodrìvotra;vàdy	U+0064
t	t	T	Malagasy	192	izào_tontòlo_izào;fòtaka;lava-bàto;vàto;kitày	U+0074
^d	d	T	Malagasy	21	dòkotra;diantòngotra;dokotèra;diloìlo;dipoàvatra	U+005E U+0064
^t	t	T	Malagasy	109	tàny;tàny;tàny_lèmaka;tòny;tànjona	U+005E U+0074
nd	ⁿd	T		57	àndo;mandòro;rafozandàhy;rafozandàhy;vorondòlo	U+006E U+0064
nj	ⁿdz	T		29	tànjona;ònja;manjamàso;akànjo_nìfy;rànjo	U+006E U+006A
nt	ⁿt	T		57	izào_tontòlo_izào;kontinènta;kontinènta;samònta;horohorontàny	U+006E U+0074
nts	ⁿts	T		21	hàntsana;antsiben’andriamànitra;antsàntsa;antsàntsa;taintsòfina	U+006E U+0074 U+0073
o	o	U	Malagasy	476	izào_tontòlo_izào;izào_tontòlo_izào;izào_tontòlo_izào;vòvoka;loha-sàha	U+006F
ò	ò/o	U	Malagasy	306	izào_tontòlo_izào;vòvoka;fòtaka;tòny;vòry	U+00F2
ô	ô/o	U	Malagasy	2	pôlìsy;bômbô	U+00F4
^o	o	U	Malagasy	13	orampànala;ombilàhy;ombivàvy;ondrilàhy;osivàvy	U+005E U+006F
^ò	ò/o	U	Malagasy	16	ònja;òny;òrana;òlona;òmby	U+005E U+00F2
o$	o	U	Malagasy	255	izào_tontòlo_izào;morondràno;lava-bàto;ràno;reniràno	U+006F U+0024
ò$	ò/o	U	Malagasy	5	ambavafò;zipò;marotò;be_herimpò;lavabò	U+00F2 U+0024
ô$	ô/o	U	Malagasy	3	zèrô;radìô;bômbô	U+00F4 U+0024
u	u	Y	Malagasy	2	rua_ambi-ny_folo;ruampolo	U+0075
y	y	Y	Malagasy	48	tàny_lèmaka;ny_maìzina;ray_amandrèny;lehilàhy_manambàdy;vehivàvy_manambàdy	U+0079
ù	ù/u	Y	Malagasy	1	ambùa	U+00F9
`y	`y/y	Y	Malagasy	9	laboz`y;fiarandalamb`y;izat`y;its`y;izats`y	U+0060 U+0079
y$	y	Y	Malagasy	434	tàny;tàny;nòsy;tòny;vòry	U+0079 U+0024
-	+	_	Malagasy	30	loha-sàha;lava-bàto;haran-dranomàsina;zana-tsoavàly;akòho_amam-bòrona	U+002D
_	_	_	Malagasy	122	izào_tontòlo_izào;izào_tontòlo_izào;tàny_lèmaka;ny_maìzina;tòvo_làhy	U+005F
àh	à/a h	A H	Malagasy	58	sàha;loha-sàha;ràhona;làhy;zazalàhy	U+00E0 U+0068
^àh	à/a h	A H	Malagasy	2	àho;àhitra	U+005E U+00E0 U+0068
às	à/a s	A S	Malagasy	36	fàsika;ranomàsina;helodranomàsina;haran-dranomàsina;afokàsika	U+00E0 U+0073
^às	à/a s	A S	Malagasy	1	àsa	U+005E U+00E0 U+0073
èh	è/e h	E H	Malagasy	17	mirèhitra;mandrèhitra;tarèhy;kofèhy;mandèha	U+00E8 U+0068
ès	è/e s	E S	Malagasy	7	hàzo_kèsika;marèsaka;mavèsatra;mirèsaka;fandrèsena	U+00E8 U+0073
ìh	ì/i h	I H	Malagasy	8	farìhy;fanìhy;hìhy;kìho;tsìhy	U+00EC U+0068
ìs	ì/i s	I S	Malagasy	23	gìsa;pìso;saosìsy;hazofìsaka;mibolìsatra	U+00EC U+0073
^ìs	ì/i s	I S	Malagasy	1	ìsa	U+005E U+00EC U+0073
rs	r s	R S	Malagasy	1	orsa	U+0072 U+0073
tr	ʈ r	T R		190	vòhitra;ròatra;lànitra;tsèlatra;hèlatra	U+0074 U+0072
òh	ò/o h	U H	Malagasy	31	vòhitra;akòho_amam-bòrona;akòho_làhy;akòho_vàvy;akòho	U+00F2 U+0068
òs	ò/o s	U S	Malagasy	13	nòsy;zanak’òsy;lamòsina;hazondamòsina;fivontòsana	U+00F2 U+0073
ndr	ɳ ɖ r	N T R		105	morondràno;masonàndro;antsiben’andriamànitra;ranomàndry;àndro	U+006E U+0064 U+0072
ntr	ɳ ʈ r	N T R		4	mahàntra;àntra;fahantràna;tompontràno	U+006E U+0074 U+0072
